Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?,reader id
A Grave Robbery,Deanna Raybourn,,9780593545959,hardcover,to-read,2024/03/14,,,0.0,,,,,,,,,,,,,No,3
Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,,9780593470831,paperback,to-read,2024/08/01,,,0.0,,,,,,,,,,,,tbr-on-my-shelf,Yes,3
All Dogs Are Good: Poems and Memories,Courtney Peppernell,,9781771682558,paperback,read,2025/06/18,2025/06/25,2025/06/18-2025/06/25,1.0,"emotional, funny, hopeful, inspiring, lighthearted",,,,,,,5.0,,,,,No,3
You'd Look Better as a Ghost,Joanna Wallace,,9780143136170,paperback,read,2025/08/04,2025/08/06,2025/08/04-2025/08/06,1.0,,,,,,,,3.75,,,,,No,3
An Amateur Witch's Guide to Murder,K. Valentin,,9798892423427,hardcover,read,2025/11/17,2025/11/22,2025/11/16-2025/11/22,1.0,,,,,,,,4.0,,,,,No,3
Dead Girls Don't Dream,Nino Cipri,,9781250791405,hardcover,to-read,2024/11/22,,,0.0,,,,,,,,,,,,,No,3
Broken (in the Best Possible Way),Jenny Lawson,,9781250077035,hardcover,read,2024/02/01,,,1.0,,,,,,,,,,,,,No,3
The Invisible Library,Genevieve Cogman,,9781447256236,paperback,to-read,2024/05/30,,,0.0,,,,,,,,,,,,,Yes,3
Below,Laurel Hightower,,,paperback,read,2024/10/14,2024/10/15,2024/10/15,1.0,,,,,,,,3.0,,,,,No,3
The Nightingale,Kristin Hannah,,312577222,hardcover,read,2015/05/29,,,1.0,,,,,,,,4.0,,,,,No,3
Written in Starlight,Isabel Ibañez,,9781645671336,digital,read,2024/01/21,,,1.0,,,,,,,,4.0,,,,,No,3
The Late-Night Witches,Auralee Wallace,,9780593818558,paperback,read,2025/09/28,2025/10/03,2025/09/28-2025/10/03,1.0,,,,,,,,4.0,,,,,No,3
The Spirit Bares Its Teeth,Andrew Joseph White,,9781682636183,digital,read,2024/02/01,,,1.0,,,,,,,,,,,,,No,3
How to Sell a Haunted House,Grady Hendrix,,9780593201268,hardcover,read,2024/01/08,2024/07/10,2024/07/10,1.0,,,,,,,,3.0,,,,,No,3
There There,Tommy Orange,,9780525520382,digital,to-read,2024/12/03,,,0.0,,,,,,,,,,,,,No,3
The Thicket,Noelle W. Ihli,,B098KVM4V9,digital,read,2026/02/18,2026/02/22,2026/02/18-2026/02/22,1.0,,,,,,,,3.5,,,,,No,3
Black Sheep,Rachel Harrison,,9780593545867,paperback,to-read,2024/07/30,,,0.0,,,,,,,,,,,,,Yes,3
Wish You Were Here,Jodi Picoult,,9781984818416,hardcover,read,2024/02/10,2024/02/14,2024/02/14,1.0,,,,,,,,5.0,"This was the best kind of emotional roller coaster. I laughed, I cried, and felt completely satisfied at the end.",,,,No,3
"Liar, Dreamer, Thief",Maria Dong,,9781538723562,hardcover,read,2024/06/01,2025/05/06,2025/05/05-2025/05/06,1.0,,medium,,,,,,3.0,,,,tbr-on-my-shelf,Yes,3
The Eye of the Bedlam Bride,Matt Dinniman,,9780593956014,hardcover,currently-reading,2026/03/08,,,0.0,,,,,,,,,,,,,No,3
Happy Place,Emily Henry,,9780593441275,hardcover,read,2024/01/08,2024/04/11,2024/04/11,1.0,,,,,,,,2.0,,,,,No,3
The Family Upstairs,Lisa Jewell,,9781501190100,hardcover,to-read,2024/07/13,,,0.0,,,,,,,,,,,,,Yes,3
These Silent Woods,Kimi Cunningham Grant,,9781250793393,hardcover,read,2025/06/21,2025/06/25,2025/06/21-2025/06/25,1.0,"emotional, hopeful, reflective",slow,Character,Yes,,,Yes,4.0,,,,,No,3
The Girl Next Door,Jack Ketchum,,9780843955439,paperback,read,2024/08/22,2024/08/22,2024/08/22,1.0,,,,,,,,5.0,"You have to be mentally prepared for this. This is intense, dark, and truly frightening because of the true story it was based on. Truly disturbing, well written, and provokes a visceral response.",,,,No,3
The Keeper of Magical Things,Julie Leong,,9780593815946,paperback,read,2025/12/08,2025/12/14,2025/12/08-2025/12/14,1.0,,,,,,,,4.0,,,,,No,3
The Undercutting of Rosie and Adam,Megan Bannen,,9780316568272,paperback,to-read,2024/11/21,,,0.0,,,,,,,,,,,,,No,3
A Duet with the Siren Duke,Elise Kova,,9781949694574,paperback,to-read,2024/11/25,,,0.0,,,,,,,,,,,,,No,3
The Whispering Night,Susan Dennard,,9781250339485,hardcover,to-read,2024/05/12,,,0.0,,,,,,,,,,,,,No,3
The Ex Hex,Erin Sterling,,9780063027473,paperback,read,2024/05/12,2024/05/16,2024/05/16,1.0,,,,,,,,4.0,,,,,No,3
To Be Devoured,Sara Tantlinger,,9781954899094,paperback,to-read,2024/07/18,,,0.0,,,,,,,,,,,,,No,3
Back in a Spell,Lana Harper,,9780593336106,paperback,read,2024/02/29,2024/03/24,2024/03/24,1.0,,,,,,,,2.0,,,,,No,3
Slewfoot: A Tale of Bewitchery,Brom,,9781250622006,hardcover,to-read,2024/02/01,,,0.0,,,,,,,,,,,,,Yes,3
There Is No Devil,Sophie Lark,,,paperback,read,2024/04/04,2024/04/05,2024/04/05,1.0,,,,,,,,3.0,,,,,No,3
A Duel with the Vampire Lord,Elise Kova,,9781398713604,paperback,to-read,2024/11/25,,,0.0,,,,,,,,,,,,,No,3
Love at First Book,Jenn McKinlay,,9780593545751,digital,to-read,2024/02/17,,,0.0,,,,,,,,,,,,,No,3
The Gift of Fear: Survival Signals That Protect Us from Violence,Gavin de Becker,,9780747538356,paperback,currently-reading,2026/02/23,,,0.0,,,,,,,,,,,,,No,3
Out of the Loop: A Novel,Katie Siegel,,,digital,to-read,2026/02/25,,,0.0,,,,,,,,,,,,,No,3
The Butcher Game,Alaina Urquhart,,9781638931249,hardcover,read,2024/09/17,2024/09/19,2024/09/19,1.0,,,,,,,,4.0,These cliﬀ hangers might be the end of me,,,,No,3
When Among Crows,Veronica Roth,,9781250855480,hardcover,read,2025/05/11,2025/05/16,2025/05/11-2025/05/16,1.0,,medium,,,,,,4.0,,,,,No,3
Ghost Mother,Kelly Dwyer,,9781454952824,paperback,to-read,2024/12/03,,,0.0,,,,,,,,,,,,,No,3
The Painter's Daughters: A Novel,Emily Howes,,9781668021385,hardcover,to-read,2024/02/27,,,0.0,,,,,,,,,,,,,No,3
Tender Beasts,Liselle Sambury,,9781665903523,hardcover,to-read,2024/03/08,,,0.0,,,,,,,,,,,,,No,3
How Far the Light Reaches: A Life in Ten Sea Creatures,Sabrina Imbler,Simon Ban (Illustrator),9780316540537,hardcover,to-read,2024/02/08,,,0.0,,,,,,,,,,,,,No,3
The Spellshop,Sarah Beth Durst,,9781035042333,paperback,read,2024/12/31,2025/07/16,2025/07/11-2025/07/16,1.0,"hopeful, lighthearted",medium,,,,,,4.0,,,,,Yes,3
Fyneshade,Kate Griﬃn,,9781788168748,paperback,to-read,2024/12/03,,,0.0,,,,,,,,,,,,,No,3
The Miracle Morning: The Not-So-Obvious Secret Guaranteed to Transform Your Life: Before 8AM,Hal Elrod,,9781637744352,digital,read,2016/02/01,,,1.0,,,,,,,,4.0,"Hal Elrod was extremely motivational and really did inspire me to start waking up early. Unfortunately, I didn't stick with my goal. It doesn't mean I quit trying but I do go back to the book to reread certain parts that motivate me. It's a great book with some really great ideas. I took away a star becau",,,,No,3
The Magical Tarot Deck,Marieke Lexmond,,9781098378363,paperback,to-read,2024/06/15,,,0.0,,,,,,,,,,,,,No,3
"Naoki Urasawa's Monster, Volume 6",Naoki Urasawa,,9788467476668,paperback,read,2015/05/29,,,1.0,,,,,,,,5.0,,,,,No,3
A Witch's Guide to Magical Innkeeping,Sangu Mandanna,,9780593439388,digital,read,2024/06/21,2025/07/23,2025/07/13-2025/07/23,1.0,,,,,,,,5.0,,,,upcoming-release,No,3
"Naoki Urasawa's Monster, Volume 3",Naoki Urasawa,,9788467476637,paperback,read,2015/05/29,,,1.0,,,,,,,,5.0,,,,,No,3
The Volcano Daughters,Gina María Balibrera,,9780593317235,hardcover,to-read,2024/08/18,,,0.0,,,,,,,,,,,,,No,3
The Haunting of Room 904,Erika T. Wurth,,9781250908599,hardcover,to-read,2024/11/30,,,0.0,,,,,,,,,,,,,No,3
Queen B,Juno Dawson,,9780143138341,paperback,to-read,2024/06/11,,,0.0,,,,,,,,,,,,upcoming-release,Yes,3
Six of Sorrow,Amanda Linsmeier,,9780593707760,hardcover,to-read,2024/07/17,,,0.0,,,,,,,,,,,,,No,3
A Perilous Undertaking,Deanna Raybourn,,9780451476159,hardcover,to-read,2024/03/14,,,0.0,,,,,,,,,,,,,No,3
The Crescent Moon Tearoom,Stacy Sivinski,,9781668058398,paperback,read,2025/10/12,2025/10/19,2025/10/12-2025/10/19,1.0,"hopeful, lighthearted",slow,,,,,,3.5,,,,,No,3
Looking for Love in All the Haunted Places,Claire Kann,,9780593336656,paperback,to-read,2024/06/06,,,0.0,,,,,,,,,,,,,No,3
The Moon Gate,Amanda Geard,,9781472283757,hardcover,to-read,2024/03/28,,,0.0,,,,,,,,,,,,,No,3
Her Body and Other Parties,Carmen Maria Machado,,9781555977887,paperback,to-read,2024/05/05,,,0.0,,,,,,,,,,,,,No,3
You Should Have Left,Daniel Kehlmann,Ross Benjamin (Transla,9781101871980,digital,to-read,2024/07/18,,,0.0,,,,,,,,,,,,,No,3
Wicked Beauty,Katee Robert,,9781728231808,digital,read,2024/03/23,,,1.0,,,,,,,,,,,,,No,3
The Deer and the Dragon,Piper CJ,,9781728280172,paperback,to-read,2024/05/29,,,0.0,,,,,,,,,,,,,No,3
Summer Sons,Lee Mandelo,,9781250790286,hardcover,to-read,2024/06/01,,,0.0,,,,,,,,,,,,tbr-on-my-shelf,Yes,3
Two Wrongs Make a Right,Chloe Liese,,9780593441503,paperback,to-read,2024/08/31,,,0.0,,,,,,,,,,,,,No,3
There Are No Saints,Sophie Lark,,9781958931028,paperback,read,2024/02/18,2024/04/04,2024/04/04,1.0,,,,,,,,3.0,,,,,No,3
Diavola,Jennifer Thorne,,9781250826121,hardcover,read,2024/06/11,2024/09/02,2024/09/02,1.0,,,,,,,,3.0,,,,,No,3
Book of Night,Holly Black,,9781250812193,hardcover,to-read,2025/09/25,,,0.0,,,,,,,,,,,,,No,3
The Moonlight Healers,Elizabeth Becker,,9781525830426,hardcover,read,2025/05/26,2025/05/29,2025/05/26-2025/05/29,1.0,"emotional, hopeful, inspiring, reflective",medium,,,,,,5.0,,,,,No,3
Someone in the Attic,Andrea Mara,,9780385699464,paperback,to-read,2024/08/02,,,0.0,,,,,,,,,,,,,No,3
How to Disappear Completely and Never Be Found,Sara Nickerson,Sally Wern Comport,9780064410274,paperback,read,2024/07/26,2024/07/28,2024/07/28,1.0,,,,,,,,4.0,,,,,No,3
How to Lose a Goblin in Ten Days,Jessie Sylva,,9780316585927,digital,to-read,2026/01/24,,,0.0,,,,,,,,,,,,,No,3
A Wild Sheep Chase,Haruki Murakami,,9780375718946,paperback,read,2015/05/29,,,1.0,,,,,,,,,,,,,No,3
The Girls in the Garden,Lisa Jewell,,9781476792217,hardcover,read,2025/03/25,2025/03/28,2025/03/24-2025/03/28,1.0,mysterious,medium,Character,No,No,No,Yes,2.25,,,,,No,3
These Vengeful Wishes,Vanessa Montalban,,9781638930297,digital,to-read,2024/11/30,,,0.0,,,,,,,,,,,,,No,3
The Island of Sea Women,Lisa See,,9781471183812,hardcover,to-read,2024/12/15,,,0.0,,,,,,,,,,,,,No,3
"Good Night, Irene",Luis Alberto Urrea,,9780316265850,hardcover,read,2024/02/17,,,1.0,,,,,,,,,,,,,No,3
A Reign of Rose,Kate Golden,,9780593641941,paperback,read,2025/04/21,2025/04/23,2025/04/20-2025/04/23,1.0,"adventurous, emotional, hopeful, tense",slow,A mix,Yes,Yes,Yes,Yes,5.0,,,,,No,3
A Stage Set for Villains,Shannon J. Spann,,9781649379511,hardcover,to-read,2026/02/04,,,0.0,,,,,,,,,,,,,No,3
Ready or Not,Cara Bastone,,9780593595718,paperback,to-read,2024/05/12,,,0.0,,,,,,,,,,,,,No,3
Haunt Your Heart Out,Amber Roberts,,9781639109487,hardcover,to-read,2024/02/17,,,0.0,,,,,,,,,,,,,No,3
Bride,Ali Hazelwood,"Will Damron (Narrator),",9781405557351,audio,read,2024/02/02,2024/02/11,2024/02/11,1.0,,,,,,,,5.0,,,,,No,3
Tangled Up In You,Christina Lauren,,9781368092838,paperback,read,2024/05/12,2024/07/07,2024/07/07,1.0,,,,,,,,4.0,,,,upcoming-release,No,3
Clockwork Boys,T. Kingfisher,Khristine Hvam (Narrat,9781721339631,audio,to-read,2024/08/23,,,0.0,,,,,,,,,,,,,No,3
A Man Downstairs,Nicole Lundrigan,,9780735242722,paperback,to-read,2024/03/08,,,0.0,,,,,,,,,,,,,No,3
How to End a Love Story,Yulin Kuang,,9781399716598,paperback,to-read,2024/05/12,,,0.0,,,,,,,,,,,,,No,3
Five Little Indians,Michelle Good,,9781443459198,digital,to-read,2024/12/03,,,0.0,,,,,,,,,,,,,No,3
Rabbit Skin Glue,Elizabeth Bedlam,,B09DP3TLRN,digital,to-read,2024/07/18,,,0.0,,,,,,,,,,,,,No,3
Love and Other Conspiracies,Mallory Marlowe,,9780593640081,paperback,read,2024/06/05,,,2.0,,,,,,,,4.0,,,,,No,3
The Perfect Child,Lucinda Berry,,9781542040549,hardcover,to-read,2026/02/06,,,0.0,,,,,,,,,,,,,No,3
A Treacherous Curse,Deanna Raybourn,,9780451476173,hardcover,to-read,2024/03/14,,,0.0,,,,,,,,,,,,,No,3
It Will Only Hurt for a Moment,Delilah S. Dawson,,9780593156650,hardcover,to-read,2024/12/03,,,0.0,,,,,,,,,,,,,No,3
Beautiful Carnage,"Susanne Valenti, Caroline Peckham",,,audio,to-read,2024/06/01,,,0.0,,,,,,,,,,,,tbr-on-my-shelf,Yes,3
It Started with a Book,Camilla Isley,,9781837519842,digital,to-read,2024/05/12,,,0.0,,,,,,,,,,,,,No,3
Rolls and Rivalry,Kristy Boyce,,9780593899229,paperback,to-read,2025/12/31,,,0.0,,,,,,,,,,,,,No,3
Conjure Women,Afia Atakora,,9780593230336,hardcover,to-read,2024/02/01,,,0.0,,,,,,,,,,,,,No,3
The Poisons We Drink,Bethany Baptiste,,9781728251950,hardcover,to-read,2024/06/30,,,0.0,,,,,,,,,,,,,No,3
Dungeon Crawler Carl,Matt Dinniman,,,digital,read,2025/09/22,2025/09/24,2025/09/22-2025/09/24,1.0,"adventurous, funny, lighthearted",,A mix,Yes,Yes,Yes,,5.0,,,,,No,3
Meet Me in the Margins,Melissa Ferguson,,9780785231073,paperback,read,2024/02/26,2024/02/28,2024/02/28,1.0,,,,,,,,2.0,,,,,No,3
A Crane Among Wolves,June Hur,,9781250858108,digital,to-read,2024/03/19,,,0.0,,,,,,,,,,,,,No,3
Brigands & Breadknives,Travis Baldree,,9781250334886,hardcover,read,2024/12/31,2025/11/24,2025/11/22-2025/11/24,1.0,"adventurous, funny, hopeful",,,,,,,4.0,,,,,No,3
Expiration Dates,Rebecca Serle,,9781982166823,hardcover,read,2025/09/01,2025/09/01,2025/08/31-2025/09/01,1.0,,,,,,,,4.75,,,,,No,3
These Summer Storms,Sarah MacLean,,9780593972250,hardcover,read,2025/07/26,2025/07/28,2025/07/26-2025/07/28,1.0,,,,,,,,,,,,,No,3
Her Dark Wings,Melinda Salisbury,,9781788452137,paperback,to-read,2024/06/01,,,0.0,,,,,,,,,,,,tbr-on-my-shelf,Yes,3
Cinderella Ate My Daughter,Peggy Orenstein,,9780061711527,hardcover,read,2015/05/29,,,1.0,,,,,,,,4.0,,,,,No,3
Bossypants,Tina Fey,,9780316056861,hardcover,read,2015/05/29,,,1.0,,,,,,,,,,,,,No,3
Black Sheep,Rachel Harrison,,9780593545850,hardcover,to-read,2024/01/08,,,0.0,,,,,,,,,,,,,No,3
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,,9781881273158,paperback,read,2016/02/01,,,1.0,,,,,,,,5.0,"I think it's important to work on your marriage everyday, even if you haven't hit a rough patch. This book leaves you with an entirely new perspective on interacting with your spouse. He gives you good ideas on how to incorporate love languages into your daily life and what you should be doing to",,,,No,3
Still Beating,Jennifer Hartmann,,,digital,to-read,2024/07/14,,,0.0,,,,,,,,,,,,,No,3
Not for the Faint of Heart,Lex Croucher,,9781250847232,hardcover,to-read,2024/12/27,,,0.0,,,,,,,,,,,,,No,3
A Door in the Dark,Scott Reintgen,,9781665918688,hardcover,read,2024/04/11,2024/04/25,2024/04/25,1.0,,,,,,,,4.0,,,,,No,3
Lore of the Wilds,Analeigh Sbrana,,9780063380592,hardcover,read,2024/02/19,2024/05/29,2024/05/29,1.0,,,,,,,,2.0,I’m torn between 2.0-2.5 stars. This could have been 4 star if they just left the “romance” out of it and really focused on the story/fantasy piece. It ended on a cliﬀhanger but still is not enough to make me want to read the next book. I can’t imagine how they could make a whole second book out of,,,,No,3
The Guernsey Literary and Potato Peel Pie Society,"Annie Barrows, Mary Ann Shaﬀer",,9781984801814,paperback,read,2024/02/27,,,1.0,,,,,,,,,,,,,No,3
One Last Stop,Casey McQuiston,,9781250244499,paperback,to-read,2024/02/05,,,0.0,,,,,,,,,,,,tbr-on-my-shelf,Yes,3
The Familiar,Leigh Bardugo,,9781250884251,hardcover,read,2024/02/02,2024/04/14,2024/04/14,1.0,,,,,,,,3.0,,,,,No,3
Love on the Brain,Ali Hazelwood,,9781408725788,digital,read,2024/01/12,2024/01/31,2024/01/31,1.0,,,,,,,,3.0,,,,,No,3
Winning Over a Wood Witch,Lauren Connolly,,9781949794311,digital,to-read,2024/07/22,,,0.0,,,,,,,,,,,,,No,3
The Trial of Anna Thalberg,Eduardo Sangarcía,Elizabeth Bryer (Transla,9781632063731,hardcover,to-read,2024/04/28,,,0.0,,,,,,,,,,,,upcoming-release,No,3
Witchcraft for Wayward Girls,Grady Hendrix,,9780593548981,hardcover,read,2024/11/30,2025/08/31,2025/08/27-2025/08/31,1.0,,,,,,,,4.0,,,,,Yes,3
Resting Witch Face,Juliette Cross,,9798987472545,digital,to-read,2024/05/27,,,0.0,,,,,,,,,,,,,No,3
Marla,Jonathan Janz,,9781736928448,hardcover,to-read,2024/10/08,,,0.0,,,,,,,,,,,,,No,3
A Murderous Relation,Deanna Raybourn,,9780451490766,digital,to-read,2024/03/14,,,0.0,,,,,,,,,,,,,No,3
"Apparently, Sir Cameron Needs to Die",Greer Stothers,,9781835413814,digital,to-read,2026/02/08,,,0.0,,,,,,,,,,,,,No,3
The Constellations Are Unrecognizable Here,Andrew Joseph White,,,digital,to-read,2024/04/09,,,0.0,,,,,,,,,,,,,No,3
I Found a Lost Hallway in a Dying Mall,Ben Farthing,,B0CW1BQC5D,digital,read,2024/11/16,2024/11/17,2024/11/17,1.0,,,,,,,,3.0,I don’t like mannequins any more,,,,No,3
A Barista's Guide to Love & Larceny,Caroline Bonin,,9781250384614,hardcover,to-read,2026/01/14,,,0.0,,,,,,,,,,,,,No,3
Strange Beasts,Susan J. Morris,,9781959411642,paperback,to-read,2024/12/03,,,0.0,,,,,,,,,,,,,No,3
The Cursed,Harper L. Woods,,,digital,read,2025/05/01,2025/05/05,2025/05/01-2025/05/05,1.0,"dark, emotional, sad, tense",fast,A mix,It's complicated,It's complicated,No,Yes,2.0,,,,,No,3
How to Read a Book,Monica Wood,,9780063243675,hardcover,to-read,2024/12/31,,,0.0,,,,,,,,,,,,,No,3
A Fate of Wrath & Flame,K.A. Tucker,,9781990105142,digital,to-read,2024/02/01,,,0.0,,,,,,,,,,,,,No,3
Hazelthorn,CG Drews,,9781250376299,hardcover,read,2024/12/10,2026/01/23,2026/01/15-2026/01/23,1.0,,,,,,,,3.75,,,,,No,3
The Book Woman's Daughter,Kim Michele Richardson,,9781728242590,paperback,read,2024/02/01,,,1.0,,,,,,,,,,,,,No,3
Grey Dog,Elliott Gish,,9781770417328,paperback,to-read,2024/12/03,,,0.0,,,,,,,,,,,,,No,3
The Body,Stephen King,,9781982103538,paperback,read,2024/07/18,2024/07/20,2024/07/20,1.0,,,,,,,,2.0,,,,,No,3
Assistant to the Villain,Hannah Nicole Maehrer,,9781649375803,paperback,read,2024/08/18,2024/12/02,2024/12/02,2.0,,,,,,,,4.0,,,,,No,3
Emily Wilde's Encyclopaedia of Faeries,Heather Fawcett,,B09R489X12,digital,read,2024/02/01,,,1.0,,,,,,,,,,,,,No,3
Victorian Psycho,Virginia Feito,,9781631498633,hardcover,read,2025/08/21,2025/08/22,2025/08/20-2025/08/22,1.0,,,,,,,,3.5,,,,,No,3
Best Hex Ever,Nadia El-Fassi,,9780593871799,paperback,read,2024/07/30,2024/10/17,2024/10/17,1.0,,,,,,,,,,,,,No,3
The Formidable Miss Cassidy,Meihan Boey,,9789814901888,paperback,to-read,2026/02/16,,,0.0,,,,,,,,,,,,,No,3
House of Glass,Sarah Pekkanen,,9781250283993,hardcover,to-read,2024/08/18,,,0.0,,,,,,,,,,,,,No,3
The Haunting,Natasha Preston,,9780593481516,paperback,read,2024/06/01,2024/07/04,2024/07/04,1.0,,,,,,,,2.0,,,,,No,3
Auschwitz: A Doctor's Eyewitness Account,Miklós Nyiszli,"Bruno Bettelheim, Tibè",9781559702027,paperback,read,2015/05/29,,,1.0,,,,,,,,5.0,,,,,No,3
Together We Burn,Isabel Ibañez,,9781250803351,hardcover,to-read,2024/03/14,,,0.0,,,,,,,,,,,,,No,3
"Dark Woods, Deep Water",Jelena Dunato,,9781739234836,paperback,to-read,2024/03/08,,,0.0,,,,,,,,,,,,,No,3
Cackle,Rachel Harrison,,9780593202036,paperback,read,2024/03/14,,,1.0,,,,,,,,4.0,,,,,No,3
The Bodyguard,Katherine Center,,9781250219398,hardcover,read,2024/01/21,2024/01/23,2024/01/23,1.0,,,,,,,,2.0,,,,,No,3
The Valley of Lost Secrets,Lesley Parr,,9781526620521,paperback,to-read,2024/02/01,,,0.0,,,,,,,,,,,,,No,3
Counting the Cost,"Derick Dillard, Jill Duggar, Craig Borlase",,9781668024447,hardcover,read,2025/07/14,2025/07/17,2025/07/14-2025/07/17,1.0,,,,,,,,3.0,,,,,No,3
The Madness,Dawn Kurtagich,,9781525809811,hardcover,to-read,2024/08/29,,,0.0,,,,,,,,,,,,,No,3
Minor Mage,T. Kingfisher,Christopher Williams (Narrator),,audio,to-read,2024/08/23,,,0.0,,,,,,,,,,,,,No,3
The Book of Form and Emptiness,Ruth Ozeki,,9780399563645,hardcover,to-read,2024/05/10,,,0.0,,,,,,,,,,,,,No,3
What Moves the Dead,T. Kingfisher,,9781250830753,hardcover,read,2024/02/01,,,1.0,,,,,,,,,,,,,No,3
The Complete Maus,Art Spiegelman,,9780141014081,paperback,read,2015/05/29,,,1.0,,,,,,,,,,,,,No,3
The Heir and the Spare,Harper L. Woods,,9781250423856,hardcover,to-read,2026/02/03,,,0.0,,,,,,,,,,,,,No,3
A Fragile Enchantment,Allison Saft,,9781250892836,hardcover,read,2024/01/05,2024/01/10,2024/01/10,1.0,,,,,,,,4.0,Slow start but worth the wait. Definitely gives me Howl’s Moving Castle vibes.,,,,No,3
I Got Abducted by Aliens and Now I'm Trapped in a Rom-Com,Kimberly Lemming,,9780593818633,paperback,to-read,2024/12/31,,,0.0,,,,,,,,,,,,,Yes,3
Bloom,Delilah S. Dawson,,9781803365756,hardcover,to-read,2024/05/16,,,0.0,,,,,,,,,,,,,No,3
The Stonekeeper,Kazu Kibuishi,,9780439846806,hardcover,read,2015/05/29,,,1.0,,,,,,,,4.0,,,,,No,3
All in Her Head: The Truth and Lies Early Medicine Taught Us about Women's Bodies and Why It Ma,Elizabeth Comen,,9780063293014,hardcover,to-read,2024/11/07,,,0.0,,,,,,,,,,,,,No,3
Overruled,Lana Ferguson,,9780593549391,paperback,to-read,2024/12/31,,,0.0,,,,,,,,,,,,,No,3
Rooms of the Mind,Makenzie Campbell,,9781771682497,paperback,read,2025/03/05,2025/03/06,2025/03/05-2025/03/06,1.0,"emotional, hopeful",slow,,,,,,3.25,,,,,No,3
Battle of the Bookstores,Ali Brady,,9780593640852,digital,read,2025/06/27,2025/06/29,2025/06/27-2025/06/29,1.0,"emotional, funny, hopeful, lighthearted",medium,Character,Yes,Yes,Yes,Yes,5.0,,,,,No,3
A Rose by Any Other Name,Mary McMyne,,9780316393515,paperback,to-read,2024/06/12,,,0.0,,,,,,,,,,,,upcoming-release,No,3
My Roommate Is a Vampire,Jenna Levine,,9780593548912,paperback,read,2024/04/30,2024/05/01,2024/05/01,1.0,,,,,,,,3.0,,,,,No,3
Legacy of Temptation,Larissa Ione,,9781957568713,paperback,to-read,2024/06/01,,,0.0,,,,,,,,,,,,tbr-on-my-shelf,Yes,3
Foxglove,Adalyn Grace,,9780316565257,hardcover,to-read,2024/05/12,,,0.0,,,,,,,,,,,,,Yes,3
The Library of the Unwritten,A.J. Hackwith,,9781984806383,digital,to-read,2024/04/28,,,0.0,,,,,,,,,,,,,No,3
An Unexpected Peril,Deanna Raybourn,,9780593197264,hardcover,to-read,2024/03/14,,,0.0,,,,,,,,,,,,,No,3
Wreck My Plans,Jillian Meadows,,9798988564430,digital,read,2025/12/04,2025/12/08,2025/12/04-2025/12/08,1.0,,,,,,,,2.75,,,,,No,3
A Bánh Mì for Two,Trinity Nguyen,,9781250910837,paperback,read,2024/09/22,2024/09/22,2024/09/22,1.0,,,,,,,,5.0,,,,,No,3
The London Séance Society,Sarah Penner,,9780778387114,hardcover,read,2025/05/07,2025/05/16,2025/05/07-2025/05/16,1.0,,slow,,,,,,3.0,,,,,Yes,3
A Restless Truth,Freya Marske,,9781250788917,hardcover,to-read,2024/01/17,,,0.0,,,,,,,,,,,,,No,3
Persepolis: The Story of a Childhood,Marjane Satrapi,Mattias Ripa (Translato,9780375714573,paperback,read,2015/05/29,,,1.0,,,,,,,,5.0,,,,,No,3
The Binding of Bloom Mountain,Vesper Doom,,B0BPDPBNVB,digital,to-read,2024/11/16,,,0.0,,,,,,,,,,,,,No,3
A Theory of Dreaming,Ava Reid,,9780063421677,hardcover,to-read,2024/12/31,,,0.0,,,,,,,,,,,,,No,3
"Love, Theoretically",Ali Hazelwood,,9781408725795,paperback,read,2024/02/29,2024/07/26,2024/07/26,1.0,,,,,,,,3.0,,,,,No,3
The New Couple in 5B,Lisa Unger,,9780778333340,hardcover,read,2024/09/11,2024/09/14,2024/09/14,1.0,,,,,,,,3.0,,,,,No,3
